Country Name,Country Code,Indicator Name,Indicator Code,Region,IncomeGroup,Year,Total Access to Electricity
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2003,45.14
Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,92.61
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2003,100.0
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2003,76.3
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2003,99.96
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2003,8.1
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2003,22.87
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2003,99.19
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2003,6.2
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2003,99.15
North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,100.0
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2003,37.88
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2003,100.0
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2003,9.35
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2003,52.2
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2003,74.39
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2003,100.0
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2003,100.0
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2003,39.3
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2003,99.35
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2003,100.0
OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,99.6
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2003,100.0
Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,55.67
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2003,70.44
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2003,87.8
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2003,74.38
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2003,76.6
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2003,98.33
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2003,14.47
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2003,100.0
Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,29.19
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2003,100.0
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Low income,2003,0.0
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2003,100.0
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2003,92.56
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2003,99.1
Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,59.24
Post-demographic dividend,PST,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,99.96
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2003,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2003,100.0
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2003,100.0
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2003,100.0
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2003,7.29
South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,61.49
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2003,100.0
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2003,29.79
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2003,41.96
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2003,100.0
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2003,13.37
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2003,10.06
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2003,86.96
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2003,100.0
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2003,9.71
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2003,100.0
Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,29.49
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2003,0.0
Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,29.5
Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,63.21
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2003,53.68
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2003,95.18
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2003,100.0
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2003,100.0
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2003,100.0
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2003,28.61
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2003,100.0
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,High income,2003,95.01
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Low income,2003,92.67
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2003,95.45
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2003,4.2
East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,92.63
Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,99.94
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2003,23.1
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2003,91.7
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2003,100.0
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2003,99.7
Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,92.6
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2003,27.7
Middle East & North Africa (IDA & IBRD countries),TMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,92.54
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2003,87.7
South Asia (IDA & IBRD),TSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,61.49
Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,29.5
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2003,97.31
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2003,98.4
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2003,100.0
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2003,95.23
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2003,11.1
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2003,10.56
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2003,100.0
Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,96.68
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2003,97.98
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,High income,2003,100.0
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2003,99.68
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2003,83.75
"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,,2003,95.7
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2003,97.72
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2003,100.0
Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2003,90.15
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2003,27.53
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2003,79.93
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2003,90.02
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2003,0.0
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Low income,2003,52.63
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2003,78.8
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2003,18.5
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2003,35.19
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2004,100.0
Africa Eastern and Southern,AFE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2004,23.78
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Low income,2004,20.06
Africa Western and Central,AFW,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2004,37.55
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2004,28.47
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2004,100.0
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2004,100.0
Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2004,82.5
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2004,100.0
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2004,96.65
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2004,99.19
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2004,0.0
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2004,98.04
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2004,100.0
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2004,100.0
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2004,99.07
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2004,3.76
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2004,100.0
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2004,25.28
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2004,10.82
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2004,40.6
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2004,100.0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2004,100.0
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2004,100.0
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2004,100.0
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2004,100.0
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2004,82.68
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,High income,2004,100.0
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2004,75.95
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2004,96.77
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2004,100.0
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2004,100.0
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2004,51.83
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2004,35.3
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2004,7.05
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,High income,2004,100.0
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2004,100.0
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2004,100.0
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2004,100.0
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2004,97.61
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2004,97.99
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2004,52.52
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2004,47.1
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2004,9.11
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2004,32.95
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2004,95.35
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2004,48.89
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2004,65.34
