Country Name,Country Code,Indicator Name,Indicator Code,Region,IncomeGroup,Year,Transmission and Distribution Losses
St. Kitts and Nevis,KNA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2004,0.0
"Korea, Rep.",KOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2004,3.49
Kuwait,KWT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2004,11.0
Latin America & Caribbean (excluding high income),LAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,15.31
Lao PDR,LAO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2004,0.0
Lebanon,LBN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2004,12.64
Liberia,LBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,0.0
Libya,LBY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Upper middle income,2004,12.54
St. Lucia,LCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2004,0.0
Latin America & Caribbean,LCN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,16.01
Least developed countries: UN classification,LDC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,14.83
Low income,LIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,16.73
Liechtenstein,LIE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,0.0
Sri Lanka,LKA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2004,16.58
Lower middle income,LMC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,19.61
Low & middle income,LMY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,12.57
Lesotho,LSO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2004,0.0
Late-demographic dividend,LTE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,9.5
Lithuania,LTU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,6.84
Luxembourg,LUX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,1.15
Latvia,LVA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,18.87
"Macao SAR, China",MAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2004,0.0
St. Martin (French part),MAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2004,0.0
Morocco,MAR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2004,4.57
Monaco,MCO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,0.0
Moldova,MDA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2004,29.11
Madagascar,MDG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,0.0
Maldives,MDV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Upper middle income,2004,0.0
Middle East & North Africa,MEA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,11.42
Mexico,MEX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2004,14.69
Marshall Islands,MHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2004,0.0
Middle income,MIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,12.51
North Macedonia,MKD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2004,20.65
Mali,MLI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,0.0
Malta,MLT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2004,13.13
Myanmar,MMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2004,30.29
Middle East & North Africa (excluding high income),MNA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,14.36
Montenegro,MNE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2004,0.0
Mongolia,MNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2004,14.53
Northern Mariana Islands,MNP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2004,0.0
Mozambique,MOZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,14.01
Mauritania,MRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2004,0.0
Mauritius,MUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2004,8.96
Malawi,MWI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,0.0
Malaysia,MYS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2004,8.0
North America,NAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,6.4
Namibia,NAM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2004,10.8
New Caledonia,NCL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2004,0.0
Niger,NER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,28.78
Nigeria,NGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2004,31.08
Nicaragua,NIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Lower middle income,2004,27.96
Netherlands,NLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,5.3
Norway,NOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,9.88
Nepal,NPL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2004,27.13
Nauru,NRU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2004,0.0
New Zealand,NZL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2004,6.99
OECD members,OED,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,6.58
Oman,OMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2004,18.56
Other small states,OSS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,6.88
Pakistan,PAK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2004,24.57
Panama,PAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2004,16.94
Peru,PER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2004,9.73
Philippines,PHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2004,12.92
Palau,PLW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2004,0.0
Papua New Guinea,PNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2004,0.0
Poland,POL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,9.46
Pre-demographic dividend,PRE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,16.37
Puerto Rico,PRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2004,0.0
"Korea, Dem. People's Rep.",PRK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Low income,2004,15.81
Portugal,PRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,9.05
Paraguay,PRY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2004,4.24
West Bank and Gaza,PSE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2004,0.0
Pacific island small states,PSS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,0.0
Post-demographic dividend,PST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,6.4
French Polynesia,PYF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2004,0.0
Qatar,QAT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2004,6.92
Romania,ROU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,10.75
Russian Federation,RUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2004,12.11
Rwanda,RWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,0.0
South Asia,SAS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,24.92
Saudi Arabia,SAU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2004,8.09
Sudan,SDN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,27.49
Senegal,SEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2004,32.99
Singapore,SGP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2004,5.89
Solomon Islands,SLB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2004,0.0
Sierra Leone,SLE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,0.0
El Salvador,SLV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Lower middle income,2004,16.15
San Marino,SMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,0.0
Somalia,SOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,0.0
Serbia,SRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2004,14.95
Sub-Saharan Africa (excluding high income),SSA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,12.96
South Sudan,SSD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,0.0
Sub-Saharan Africa,SSF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,12.96
Small states,SST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,7.12
Sao Tome and Principe,STP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2004,0.0
Suriname,SUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2004,9.03
Slovak Republic,SVK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,4.33
Slovenia,SVN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,5.72
Sweden,SWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2004,7.21
Eswatini,SWZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2004,0.0
Sint Maarten (Dutch part),SXM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2004,0.0
Seychelles,SYC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,High income,2004,0.0
Syrian Arab Republic,SYR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Low income,2004,20.62
Turks and Caicos Islands,TCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2004,0.0
Chad,TCD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,7.13
Europe & Central Asia (IDA & IBRD countries),TEC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2004,12.76
Togo,TGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2004,47.31
Thailand,THA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2004,7.94
Tajikistan,TJK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Lower middle income,2004,14.89
